food_name,serving_size_g,energy_kcal,carbohydrate_g,total_sugars_g,fat_g,protein_g,calcium_mg,phosph_mg,sodium_mg,potassium_mg,magnesium_mg,iron_mg,zinc_mg,cholesterol_mg,transfat_g,class
닭개장,700.0,317.0703999999999,19.1828,0.0,14.9464,33.74160000000001,87.84920000000001,388.1848,1786.0336,1057.8692,0.0,5.372,4.732799999999999,96.89999999999999,0.0,04013022
육개장,440.0,137.8564,11.6223,0.0,5.8672,13.4387,61.9039,145.8383,1112.7844,719.3267,0.0,4.1287,2.052,24.225,0.0,04013023
뼈해장국,1000.0,692.93,25.42000000000001,0.0,37.16,67.92,564.57,609.13,3192.46,1299.07,0.0,33.51000000000001,13.37,634.2,0.0,04013024
미역오이냉국,450.0,77.34599999999999,19.7415,8.991,1.3545,5.606999999999999,214.695,209.88,1483.6005,1520.118,0.0,2.772,1.224,0.0,0.0,04014001
고등어찌개,600.0,605.3099999999998,32.03400000000001,0.0,28.2,59.16000000000001,185.01,768.3,2599.71,2013.06,0.0,8.447999999999999,4.23,206.64,0.0,04015001
꽁치찌개,300.0,356.634,14.478,0.7224,20.68500000000001,29.51100000000001,111.69,388.584,1296.33,705.6659999999999,0.0,4.254,1.821,84.48,0.0,04015002
동태찌개,800.0,369.688,18.944,1.376,7.800000000000001,59.56799999999999,262.752,789.144,2487.544,1573.096,0.0,4.744000000000001,2.392,292.656,0.0,04015003
부대찌개,600.0,525.984,46.806,0.0,28.482,27.714,140.646,344.388,2689.188,880.56,0.0,4.05,3.906,42.96000000000001,0.0,04016001
된장찌개,400.0,147.064,15.976,0.0,5.267999999999999,11.708,112.692,194.764,2021.78,429.752,0.0,1.932,1.616,0.0,0.0,04017001
청국장찌개,400.0,275.464,14.968,0.0,14.432,25.844,180.64,423.4839999999999,1839.752,947.1200000000001,0.0,4.94,4.383999999999999,36.0,0.0,04017002
두부전골,500.0,315.11,16.195,0.8600000000000001,19.15,29.145,365.9100000000001,441.1,1651.525,807.05,0.0,6.065,3.345,0.0,0.0,04018001
곱창전골,600.0,532.65,26.886,0.0,34.728,38.34600000000001,331.71,536.7600000000001,1750.422,1145.13,0.0,8.7,5.286,230.7,0.0,04018002
소고기전골,300.0,203.223,16.548,0.0,7.542,19.467,117.798,242.391,1090.149,690.6659999999999,0.0,4.065,5.312999999999997,31.8,0.0,04018003
국수전골,400.0,643.1600000000001,66.928,3.996,22.388,45.29199999999999,81.60000000000001,392.16,1524.628,1539.3,0.0,10.98,5.104000000000001,81.6,0.0,04018004
돼지고기김치찌개,400.0,246.288,9.328,0.0,18.256,15.5,136.712,235.528,1961.476,725.9400000000002,0.0,2.48,2.136,25.3,0.0,04019001
버섯찌개,400.0,171.86,15.26,0.0,7.524,16.644,165.6,283.02,1267.812,735.9599999999999,0.0,3.952,2.384,0.0,0.0,04019002
참치김치찌개,400.0,193.576,13.332,0.0,10.888,16.856,200.5,283.596,2604.452,795.1199999999999,0.0,4.384,1.72,35.44,0.0,04019003
순두부찌개,400.0,198.468,8.78,0.0,14.032,14.716,135.172,218.604,1331.312,547.852,0.0,2.808,1.556,6.6,0.0,04019004
콩비지찌개,400.0,248.664,24.516,0.0,12.808,15.964,136.412,146.024,1206.328,496.652,0.0,5.051999999999999,1.892,27.06,0.0,04019005
햄김치찌개,300.0,190.4662,15.4367,0.0,10.6807,11.6261,116.5307,220.2405,1527.8157,482.9312,0.0,2.1402,1.6443,23.374,0.0,04019006
호박찌개,300.0,98.30099999999999,12.735,2.064,2.337,7.779000000000001,194.835,234.99,1028.145,652.005,0.0,3.276,0.912,59.28,0.0,04019007
고추장찌개,500.0,263.4432,20.0832,0.0,12.3456,25.6176,498.0096,494.0928000000001,935.1456000000001,863.4048,0.0,5.9472,3.2112,48.1536,0.0,04019008
대구찜,500.0,372.6799999999999,26.425,0.0,8.43,54.08000000000001,223.85,660.7499999999999,1888.04,1899.74,0.0,4.99,2.829999999999999,196.35,0.0,05011001
도미찜,100.0,126.312,0.756,0.0,3.684,21.006,41.55,274.14,882.04,420.22,3.24,1.098,0.794,191.25,0.0,05011002
문어숙회,80.0,67.488,0.1824,0.0,0.7296,14.136,28.32,171.456,222.832,273.752,0.0,0.9119999999999999,1.4592,116.736,0.0,05011004
아귀찜,400.0,310.696,17.588,0.0,6.676000000000001,48.848,161.7320000000001,619.1599999999997,1463.312,1467.528,0.0,11.42,3.752000000000001,187.42,0.0,05011008
조기찜,100.0,185.252,1.813,0.3407999999999999,9.195,22.271,45.626,214.85,631.892,471.25,0.73,1.191,1.009,105.74,0.0,05011010
참꼬막,80.0,89.76720000000002,4.920799999999999,1.5984,2.1712,12.9832,101.7,212.1496,400.228,329.7464,0.0,6.128000000000001,2.1712,46.992,0.0,05011011
해물찜,500.0,397.3749999999999,36.02,0.0,8.935,50.27500000000001,264.585,657.525,2213.435,1440.41,0.0,16.39,5.535,323.975,0.0,05011012
소갈비찜,250.0,500.4525,11.31,0.0,29.165,42.545,22.99,385.4875,768.4225000000001,749.0875000000001,0.0,3.6525,9.2125,141.825,0.0,05012001
돼지갈비찜,170.1,249.699,8.82,1.764,14.418,20.565,30.945,243.75,946.677,391.566,0.0,1.104,2.688,70.38,0.0,05012002
돼지고기수육,300.0,1218.1856,8.694199999999999,0.0,99.51639999999998,61.4684,66.9001,483.604,389.5309,769.5208000000001,0.0,3.654,8.6217,191.4,0.0,05012003
찜닭,1500.0,1358.384,140.6418,57.524,36.5438,114.902,232.943,703.3550000000001,5290.091,2290.156,0.0,9.752799999999999,7.533599999999999,341.64,0.0,05012004
족발,150.0,381.5719999999999,32.3,0.0,16.62,26.02,38.288,165.472,839.1449,338.5439999999999,0.0,2.688,1.576,98.0,0.0,05012005
달걀찜,250.0,190.0,4.8075,0.0,10.9125,16.2025,89.2525,230.175,860.3175,229.5675,0.0,2.0725,1.8075,634.57,0.0,05013001
닭갈비,300.0,562.104,24.543,3.513,28.887,52.29599999999999,99.26100000000002,502.197,975.549,1087.683,0.0,4.17,5.676,224.1,0.0,06012001
닭꼬치,70.0,177.5053,12.8982,8.582699999999999,7.895999999999999,12.3487,8.7465,106.7976,287.2610999999999,169.4098,0.0,0.7468999999999999,1.2719,47.59999999999999,0.0,06012002
돼지갈비,100.0,248.5242,7.6005,5.011200000000001,14.7006,19.9476,19.7316,218.997,344.8854,281.2194,0.0,0.6867000000000001,2.586599999999999,72.036,0.0,06012003
떡갈비,250.0,762.9875,26.6075,12.4875,51.575,43.085,26.175,411.7625,838.8375,915.6750000000001,0.0,3.257500000000001,8.657499999999999,157.5,0.0,06012004
불고기,150.0,386.7908,13.0548,1.0956,21.78,32.9032,62.315,298.9822,632.5353999999998,887.3325999999998,0.0,4.2328,8.399600000000001,106.216,0.0,06012005
소곱창구이,150.0,639.1095,6.507,0.0,51.708,35.616,87.1575,404.7705,332.718,566.4315,0.0,8.8215,4.9245,652.5,0.0,06012006
소양념갈비구이,300.0,986.9166,27.74475,14.3075,66.4753,61.97065000000001,79.57035,595.7554499999999,1272.34385,1325.37305,0.0,5.566650000000001,12.3251,220.955,0.0,06012007
소불고기,200.0,174.7334999999999,19.6327,9.490499999999999,4.6797,14.2234,63.1693,157.7304,828.1510999999998,547.409,0.0,3.801899999999999,1.6226,27.93,0.0,06012008
양념왕갈비,150.0,485.5065000000001,15.036,8.352,33.70650000000001,29.3325,44.4165,335.2995,533.1929999999999,451.0845,0.0,1.3065,3.8955,103.5,0.0,06012009
햄버거스테이크,200.0,436.7520000000001,21.35,0.0,28.052,24.924,60.60199999999999,258.454,920.262,786.996,0.0,2.878,4.688000000000001,75.78,0.0,06012010
훈제오리,250.0,789.9625,11.8275,6.245000000000001,64.6525,38.1575,42.2625,456.725,1216.975,694.0375,0.0,4.4975,3.4575,200.25,0.0,06012011
치킨데리야끼,340.0,692.5248,50.72960000000001,3.64096,32.192,47.34079999999999,66.1344,501.2160000000001,865.9775999999999,785.0432,0.0,3.5936,6.0672,171.2512,0.0,06012012
치킨윙,100.0,219.419,9.965,2.4462,14.23,11.405,11.706,72.625,351.394,113.24,1.745,0.995,0.774,66.0,0.0,06012013
더덕구이,100.0,183.74,31.78,10.8475,5.621,5.802,37.64,151.08,745.78,326.3,3.3,2.809,0.369,0.0,0.0,06013001
양배추구이,100.0,60.933,7.621,0.8420000000000001,2.651,2.711,32.208,45.841,242.337,235.389,16.3,0.723,0.583,5.5,0.0,06013002
두부구이,100.0,90.671,1.527,0.0,6.267,9.411,127.722,142.359,164.39,97.264,0.4,1.544,1.018,0.0,0.0,06013003
삼치구이,200.0,355.7061000000001,8.475299999999999,0.0,18.009,37.82700000000001,103.7421,456.8427,797.7096000000003,909.3168000000001,0.0,2.7432,2.2167,156.87,0.0,06014001
가자미전,150.0,220.464,6.684,0.0,7.123499999999999,29.9715,59.5965,279.4755,814.374,495.9795,0.0,1.293,0.909,226.875,0.0,07011001
굴전,100.0,192.81,13.922,0.0,9.067,12.563,95.58,200.07,331.021,254.425,23.81,3.302,10.214,123.0,0.0,07011002
동태전,150.0,265.2507,11.47718,0.0,16.14041,19.86699,61.9905,256.2131,672.9765899999999,379.05725,0.0,0.77935,0.6349199999999999,134.563,0.0,07011003
해물파전,150.0,267.2312000000001,27.67616,0.0,12.56736,12.9352,111.796,186.884,356.42632,530.4875999999999,0.0,6.868880000000001,1.35584,96.8392,0.0,07011004
동그랑땡,150.0,312.4125,14.706,0.0,18.72300000000001,19.674,74.16000000000001,221.8875,579.8100000000001,373.6874999999999,0.0,1.9965,2.1,184.275,0.0,07012001
햄부침,100.0,232.598,9.733,0.0,15.481,13.067,7.383,249.971,774.678,191.619,2.35,0.724,0.885,52.15,0.0,07012002
육전,100.0,197.098,6.724,0.299,9.514,19.582,13.139,173.222,248.684,338.324,3.4,1.964,3.561,91.5,0.0,07012003
감자전,200.0,366.1585000000001,53.81180000000001,0.0,13.6135,9.6691,15.2,192.318,456.5301,1343.6515,0.0,1.9456,1.4896,0.0,0.0,07013001
고추전,150.0,261.4425000000001,17.7765,0.747,14.8605,13.938,31.3875,161.88,359.8845,415.8149999999999,0.0,1.8255,2.295,160.65,0.0,07013002
김치전,150.0,285.728,32.0688,0.0,12.4784,13.1728,83.952,214.224,785.6,529.6,0.0,2.4656,1.934400000000001,136.0,0.0,07013003
깻잎전,150.0,357.6225000000001,16.6515,0.747,24.6405,18.297,107.6925,199.83,464.9355,503.925,0.0,2.742,3.1635,171.375,0.0,07013004
녹두빈대떡,100.0,200.71,18.637,0.0,8.321,9.956,39.67,161.97,246.031,391.525,15.1,1.687,1.024,13.75,0.0,07013005
미나리전,150.0,215.8635,30.096,0.0,8.632499999999999,6.087000000000001,39.09,103.0425,235.647,598.8075,0.0,3.237,0.645,28.5,0.0,07013006
배추전,150.0,241.008,32.51200000000001,0.0,10.4944,6.409600000000001,95.90400000000001,104.304,355.976,618.44,0.0,1.7616,1.2128,30.4,0.0,07013007
버섯전,150.0,239.6835,18.6075,0.747,12.93,11.934,38.04300000000001,132.54,307.923,291.021,0.0,2.5425,1.4895,126.075,0.0,07013008
부추전,150.0,241.182,32.0115,0.0,9.5025,7.141500000000001,30.765,68.11500000000001,255.1605,405.6569999999999,0.0,2.4615,0.5175,7.125,0.0,07013009
야채전,100.0,194.94,24.971,0.0,8.78,4.946,31.17,77.6,322.923,436.235,20.51,1.301,0.624,23.75,0.0,07013010
파전,150.0,280.548,37.455,0.0,12.0375,7.726500000000001,87.59999999999998,118.32,337.998,481.7699999999999,0.0,1.9065,0.8999999999999999,57.0,0.0,07013011
호박부침개,100.0,130.722,8.671,0.0,9.235,3.37,13.6,40.5,172.027,192.718,3.81,0.624,0.304,61.75,0.0,07013012
호박전,150.0,215.283,16.557,0.0,14.4195,6.589500000000001,48.645,95.985,274.6305,669.087,0.0,1.653,0.858,106.875,0.0,07013013
달걀말이,100.0,172.238,4.668,0.0,11.232,12.044,49.643,169.301,323.323,200.884,13.2,1.57,1.385,475.0,0.0,07014001
두부부침,100.0,134.88,4.288,0.0,8.755,9.922,131.042,150.136,199.833,119.91,1.46,1.644,1.07,0.0,0.0,07014002
두부전,150.0,253.89,8.078,0.0,18.025,18.655,227.92,274.7499999999999,500.528,186.62,0.0,2.9218,1.9684,66.5,0.0,07014003
건새우볶음,20.0,69.1858,4.813,2.70256,2.2964,7.221800000000002,259.682,143.34,193.088,105.6144,0.0,0.6216000000000002,0.9281999999999999,74.4,0.0,08011001
낙지볶음,200.0,180.59,23.512,6.7,3.0,17.866,86.24,255.66,868.8839999999999,763.1400000000001,0.0,2.5,3.023999999999999,135.2,0.0,08011002
멸치볶음,20.0,69.225,5.693,3.43308,2.0424,6.970400000000001,138.086,157.858,274.0959999999999,204.094,0.0,0.9286000000000001,0.2764,83.55000000000001,0.0,08011003
어묵볶음,150.0,281.5425,36.279,4.473000000000001,8.083499999999997,18.03749999999999,120.5925,167.685,1283.8275,459.18,0.0,2.3235,1.3245,18.9,0.0,08011004
오징어볶음,200.0,243.696,27.42,9.280000000000001,6.842,20.43199999999999,94.336,294.84,1025.86,822.236,0.0,2.878,2.477999999999999,198.0,0.0,08011005
오징어채볶음,20.0,55.7136,7.004600000000001,1.3477,0.6852,5.394000000000001,6.232,64.818,240.964,50.886,0.0,0.284,0.4128,50.05,0.0,08011006
주꾸미볶음,200.0,211.81,21.692,6.7,6.11,20.156,88.04,278.0599999999999,969.8839999999999,699.0400000000001,0.0,3.670000000000001,3.319999999999999,385.6,0.0,08011007
해물볶음,400.0,420.527,36.5332,7.657,15.3178,37.4832,148.979,522.0060000000001,1647.0188,1158.848,0.0,14.839,4.2294,376.2,0.0,08011008
감자볶음,50.0,57.80300000000001,8.23,0.498,2.533500000000001,1.3435,10.63,33.282,219.935,254.6145,0.0,0.3925,0.3005,0.0,0.0,08012001
김치볶음,200.0,189.97,21.828,8.964,12.134,5.288,116.21,150.16,1513.41,766.9799999999999,0.0,2.12,1.272,0.0,0.0,08012002
깻잎나물볶음,200.0,212.392,17.328,0.2,16.372,8.032,670.52,172.55,1046.426,933.812,0.0,5.578,1.402,5.2,0.0,08012003
느타리버섯볶음,150.0,133.3185,14.217,0.15,8.925,4.406999999999999,21.5865,98.736,625.2510000000001,530.394,0.0,1.128,1.551,0.0,0.0,08012004
두부김치,250.0,292.42,13.84,0.0,21.315,19.1475,153.45,311.65,1033.85,740.55,0.0,4.380000000000001,3.135,30.0,0.0,08012005
머위나물볶음,150.0,102.993,7.705500000000002,0.0,7.952999999999999,4.3035,101.085,94.6125,696.9149999999998,529.5374999999999,0.0,2.560500000000001,0.4425000000000001,0.0,0.0,08012006
양송이버섯볶음,150.0,132.4215,10.554,0.0,9.790500000000002,5.457000000000001,33.0165,161.61,520.1145,856.3845,0.0,2.511000000000001,1.296,0.0,0.0,08012007
표고버섯볶음,150.0,143.595,14.2785,1.494,7.356000000000001,4.0095,31.77,67.155,563.5904999999999,512.8575000000001,0.0,2.427,0.849,0.0,0.0,08012008
고추잡채,200.0,264.218,22.106,8.4462,12.706,12.862,54.82400000000001,219.038,850.3079999999999,561.5600000000001,0.0,2.828,2.152,50.8,0.0,08012009
호박볶음,50.0,29.185,3.094,0.0,2.006,0.7705000000000001,10.3745,20.3935,223.2785,135.054,0.0,0.3745000000000001,0.169,0.0695,0.0,08012010
돼지고기볶음,200.0,353.132,15.33,4.75,20.936,25.746,32.862,402.254,1060.332,457.946,0.0,3.94,4.537999999999999,84.0,0.0,08013001
돼지껍데기볶음,150.0,346.1445000000001,22.7265,15.843,19.2285,22.3905,29.844,72.07799999999999,759.294,267.0645,0.0,2.277,1.2405,95.4,0.0,08013002
소세지볶음,200.0,476.04029,28.80525,5.830144,33.24425,17.03997,27.45618,260.35121,1409.04861,495.9578899999999,0.0,2.495489999999999,2.21564,56.2595,0.0,08013003
순대볶음,400.0,579.5559000000001,70.95935,14.2912,25.6102,17.58295,271.53665,265.91565,1379.5474,1048.02005,0.0,8.1004,4.43135,189.9205,0.0,08013004
오리불고기,250.0,559.93155,24.47235,4.0749,34.2465,38.16075,66.06029999999998,420.20685,854.0740499999999,1004.86065,0.0,5.80125,4.8399,124.8225,0.0,08013005
오삼불고기,200.0,356.936,21.462,7.423999999999999,20.238,23.348,77.91600000000001,307.85,870.4,634.996,0.0,2.206,2.782,164.3,0.0,08013006
떡볶이,200.0,300.76,58.85399999999999,5.704,2.96,8.718,72.03,179.37,862.2299999999998,251.4400000000001,0.0,1.57,1.106,6.0,0.0,08014001
라볶이,200.0,266.0299999999999,41.13399999999999,6.356000000000001,9.588,7.959999999999999,43.56199999999999,93.546,836.2379999999999,276.6799999999999,0.0,1.726,0.5880000000000001,6.9,0.0,08014002
마파두부,200.0,226.9151,10.9858,0.5680999999999999,12.01369999999999,16.85299999999999,153.4287999999999,257.2694999999999,647.4516000000002,332.8401,0.0,3.077999999999999,2.2705,19.152,0.0,08014003
가자미조림,300.0,301.29,20.337,5.994,6.903,40.701,114.12,417.78,1621.23,1153.38,0.0,3.288,1.563,165.0,0.0,09011001
갈치조림,100.0,99.385,5.494,0.5,3.916,10.675,38.665,129.74,463.82,302.985,6.18,1.154,0.603,42.0,0.0,09011002
고등어조림,250.0,459.3349999999999,10.96,1.46,25.35,45.37249999999999,124.9575,554.4775000000001,1177.955,1033.4125,0.0,5.185,2.677499999999999,170.15,0.0,09011003
꽁치조림,150.0,280.0882,8.357999999999999,1.3944,16.6656,22.5932,113.6226,294.581,679.4171999999999,448.77,0.0,3.3432,1.1438,67.19999999999999,0.0,09011004
동태조림,250.0,270.6125,16.77,4.995,4.0925,39.03250000000001,148.7625,525.6875,1440.175,982.825,0.0,2.06,1.4125,211.05,0.0,09011005
북어조림,100.0,184.581,15.656,2.9064,3.035,23.884,97.103,246.45,761.39,487.86,8.05,1.805,0.551,103.95,0.0,09011006
조기조림,300.0,378.2615,14.2419,1.45,16.2632,41.4294,108.4745,443.381,1682.898999999999,1222.7415,0.0,3.7468,2.4302,176.61,0.0,09011007
코다리조림,100.0,146.67,4.574,0.5,5.616,18.458,42.41,197.965,433.18,324.835,3.85,0.853,0.509,77.6,0.0,09011008
달걀장조림,100.0,133.725,10.032,3.1713,6.395,8.751,45.515,132.58,636.605,267.37,15.6,1.35,1.068,308.75,0.0,09012001
메추리알장조림,100.0,205.08,7.358,2.4522,13.691,12.107,65.222,190.659,758.9,279.19,4.75,1.933,1.719,530.64,0.0,09012002
돼지고기메추리알장조림,50.0,62.969,3.14,0.83765,2.1065,7.616000000000001,11.295,78.70500000000001,555.7849999999999,153.47,0.0,0.7335,0.86,77.3,0.0,09013001
소고기메추리알장조림,50.0,61.21500000000001,3.446,0.999,2.211,6.672000000000001,17.18,77.91,608.295,169.545,0.0,1.7795,0.8594999999999999,70.17,0.0,09013002
고추조림,100.0,105.878,14.827,2.988,4.185,2.856,31.719,52.221,802.456,185.443,18.67,0.894,0.441,0.0,0.0,09014001
감자조림,50.0,39.013,8.4025,0.7854,0.203,1.552,9.763000000000002,35.95,265.9155,222.5195,0.0,0.41,0.253,0.0,0.0,09014002
우엉조림,30.0,68.49600000000001,15.5052,7.61112,0.3285,1.0971,15.6213,24.2187,242.2806,106.8468,0.0,0.3210000000000001,0.2367,0.0,0.0,09014003
알감자조림,50.0,56.226,10.4805,1.56675,1.2635,1.3835,13.1045,40.9605,241.732,214.524,0.0,0.8190000000000001,0.2795,0.0,0.0,09014004
(검은)콩조림,20.0,56.83199999999999,6.9838,2.91534,2.0858,3.8488,24.801,64.409,102.853,33.393,0.0,0.8756,0.312,0.0,0.0,09015001
콩조림,20.0,59.22199999999999,7.754599999999999,2.91534,1.9389,3.5661,14.384,9.878,234.701,128.364,0.0,0.8679,0.4281,0.0,0.0,09015002
두부고추장조림,50.0,67.1415,4.025500000000001,1.89,3.998,5.137,69.9085,81.637,199.2275,79.70499999999998,0.0,0.961,0.5765,0.0,0.0,09015003
땅콩조림,20.0,80.41880000000002,6.5448,3.2709,5.114800000000001,2.9102,14.627,45.435,154.246,90.94900000000001,0.0,0.5824,0.7150000000000001,0.0,0.0,09016001
미꾸라지튀김,100.0,382.13,30.57,0.0,22.541,12.687,342.025,254.085,323.256,192.595,11.2,4.4,1.643,121.3,0.0,10011001
새우튀김,100.0,311.256,21.828,0.0,19.643,11.827,39.881,130.657,553.887,183.428,5.95,1.079,0.909,165.9,0.0,10011002
생선가스,200.0,646.21125,57.3754,0.0,37.09064999999999,24.5016,34.16325,303.63575,817.2735,229.9485,0.0,1.9516,1.4309,176.3,0.0,10011003
쥐포튀김,100.0,353.33,37.99,0.0,16.541,11.207,26.865,127.535,423.79925,145.28,13.7,1.002,0.476,75.64,0.0,10011004
오징어튀김,100.0,308.426,26.016,0.0,16.496,13.459,21.981,196.907,361.571,186.938,22.22,0.741,0.99,133.0,0.0,10011005
닭강정,100.0,323.251,24.21,1.7421,15.563,18.335,18.976,179.067,413.137,104.223,5.75,1.371,2.001,107.5,0.0,10012001
닭튀김,300.0,909.8053999999998,45.9186,0.0,52.34209999999999,54.5461,94.74589999999999,533.1853,1150.1313,512.2792,0.0,5.446199999999999,6.081300000000001,380.625,0.0,10012002
돈가스,200.0,620.6445000000001,36.556,0.0,39.11719999999999,27.778,31.3595,264.7555,557.0932999999999,685.7860000000001,0.0,2.2021,3.0419,138.339,0.0,10012003
모래집튀김,150.0,457.345,31.86119999999999,0.0,25.89439999999999,22.2894,72.27499999999999,247.59,297.01,459.0222,0.0,1.4672,0.861,137.648,0.0,10012004
양념치킨,200.0,567.582,38.83999999999999,12.364,31.146,30.466,51.002,315.664,777.8560000000001,381.256,0.0,3.348,3.524,259.0,0.0,10012005
치즈돈가스,250.0,758.496,45.48479999999999,0.0,46.1472,36.0192,72.78,344.364,855.0455999999999,569.976,0.0,2.5104,3.6048,146.4,0.0,10012006
치킨가스,200.0,582.0079999999999,51.2753,0.0,28.6444,31.03269999999999,32.64769999999999,186.9923,748.7311,384.2635999999999,0.0,2.0254,2.0235,113.297,0.0,10012007
탕수육,200.0,454.4381999999999,56.48889999999999,1.8981,16.58699999999999,17.062,36.4382,194.0109,403.256,468.9465999999999,0.0,2.1223,1.6758,76.475,0.0,10012008
깐풍기,200.0,585.076,43.36200000000001,13.944,33.34,27.796,41.02199999999999,184.706,629.2719999999999,523.54,0.0,2.734,1.93,173.0,0.0,10012009
감자튀김,150.0,462.105,50.09999999999999,0.0,25.7625,6.24,10.32,95.475,374.2185,344.2425000000001,0.0,1.4265,0.459,0.0,0.0,10014001
고구마맛탕,200.0,490.9275000000001,90.1908,1.43073,13.5324,3.3033,108.3348,94.46640000000002,213.3306,587.223,0.0,3.6099,1.1319,0.0,0.0,10014002
고구마튀김,100.0,241.566,34.1,0.0,10.796,3.205,20.693,73.987,150.639,298.574,18.1,0.63,0.305,19.0,0.0,10014003
고추튀김,100.0,198.346,12.74,0.0,13.625,6.482,23.391,99.957,260.651,147.678,12.92,0.903,0.695,190.0,0.0,10014004
김말이튀김,100.0,240.562,32.486,0.0,12.38,2.248,28.85,61.65,393.022,123.57,0.64,1.279,0.218,0.0,0.0,10014005
채소튀김,100.0,311.99,36.349,0.0,18.532,3.013,33.33,91.97,277.28,274.17,11.29,0.519,0.326,0.0,0.0,10014006
노각무침,150.0,81.354,16.434,5.086500000000001,2.0745,3.0855,38.8185,89.1075,822.0974999999999,573.2009999999999,0.0,1.6665,0.8085000000000001,0.0,0.0,11011001
단무지무침,50.0,19.188,3.2155,0.974,0.9105,0.4670000000000001,17.335,13.324,447.862,87.6395,0.0,0.3735000000000001,0.169,0.0,0.0,11011002
달래나물무침,150.0,132.687,25.2555,13.536,3.3045,4.7715,119.646,101.451,852.993,554.058,0.0,2.592,1.2015,0.0,0.0,11011003
더덕무침,150.0,220.8915,48.4395,31.5435,2.7405,4.890000000000001,35.79750000000001,129.72,1203.5835,286.3049999999999,0.0,2.49,0.3135,0.0,0.0,11011004
도라지생채,150.0,165.225,38.59050000000001,2.997,1.71,4.146,75.06,151.506,789.078,725.8575000000003,0.0,6.404999999999999,0.396,0.0,0.0,11011005
도토리묵,100.0,43.046,9.87,1.399,0.346,0.398,8.817,28.491,116.473,41.835,1.205,0.462,0.12,0.0,0.0,11011006
마늘쫑무침,30.0,38.1177,9.3513,3.2781,0.2799,0.9843,9.231599999999998,23.6853,423.4554,95.6103,0.0,0.3405000000000001,0.3774,0.0,0.0,11011007
무생채,150.0,73.68,16.0035,4.4955,1.2795,2.634,73.92,69.6,832.188,478.515,0.0,1.779,0.7785,1.68,0.0,11011008
무말랭이,30.0,39.88950000000001,9.632399999999999,1.0326,0.3426,1.3629,35.8197,35.2542,378.7764,252.6768,0.0,0.9516,0.1752,0.0402,0.0,11011009
오이생채,50.0,23.3555,4.6255,1.515,0.496,0.885,14.8245,33.46000000000001,269.314,147.1285,0.0,0.4445,0.2045,0.0,0.0,11011010
파무침,150.0,124.296,19.4745,8.367,5.406,3.8175,146.019,81.48,693.834,377.2979999999999,0.0,2.388,0.4125,10.05,0.0,11011011
상추겉절이,200.0,130.62,17.988,1.998,6.246,5.648000000000001,136.84,146.78,952.32,850.5399999999998,0.0,3.272,1.178,5.36,0.0,11012001
쑥갓나물무침,150.0,94.85699999999999,8.784,0.0,6.5055,5.485499999999999,69.17249999999999,87.66600000000001,700.1205,453.7484999999999,0.0,2.8695,0.4424999999999999,0.0,0.0,11012002
청포묵무침,250.0,157.61,19.675,13.7375,4.225,2.955,67.0375,99.4375,756.74,334.025,0.0,1.9375,0.7424999999999999,2.35,0.0,11012003
해파리냉채,150.0,87.285,13.827,7.4925,1.545,6.631500000000001,69.36,220.365,490.1279999999999,360.6,0.0,5.346,0.9840000000000001,17.625,0.0,11012004
가지나물,50.0,21.873,3.031000000000001,0.0,1.272,0.7320000000000001,11.318,20.291,159.1745,125.287,0.0,0.335,0.1435,0.0,0.0,11013001
고사리나물,50.0,43.508,3.799,0.0,3.2625,1.9655,20.348,32.94,251.53,302.39,0.0,1.811,0.9374999999999999,0.0,0.0,11013002
도라지나물,50.0,54.675,5.335,0.0,3.819,0.6695000000000001,15.1,24.055,256.6675,104.9675,0.0,0.9145,0.08,0.0,0.0,11013003
무나물,50.0,34.575,3.042,0.0,2.563,0.5755,18.045,16.53,293.5195,143.4275,0.0,0.464,0.203,0.0,0.0,11013004
미나리나물,50.0,28.3435,2.5595,0.0,2.138,0.9899999999999999,18.45,28.8245,165.524,239.042,0.0,1.1565,0.1935,0.0,0.0,11013005
숙주나물,50.0,19.509,1.559,0.0,1.347,1.312,10.11,20.866,186.733,85.4735,0.0,0.3765000000000001,0.1895,0.0,0.0,11013006
시금치나물,50.0,37.511,3.815,0.0,2.3685,2.069,37.585,24.549,217.2565,311.2615,0.0,1.765,0.4035,0.0,0.0,11013007
취나물,50.0,72.944,3.4555,0.0,6.714499999999999,1.5965,58.384,30.0725,288.6495,222.9795,0.0,1.091,0.0295,0.0,0.0,11013009
콩나물,50.0,24.129,1.145,0.0,1.979,1.6395,12.78,21.6145,203.4965,78.36399999999999,0.0,0.4315,0.2285,0.0,0.0,11013010
고구마줄기나물,50.0,30.439,2.9685,0.0,2.2385,0.6285000000000001,28.194,19.6515,255.7095,73.7735,0.0,0.9104999999999999,0.1795,0.0,0.0,11013011
우거지나물무침,150.0,126.114,10.2825,1.4985,8.661000000000001,5.076,512.9985,108.6885,774.5475,94.1145,0.0,21.903,0.4455,0.0,0.0,11013012
골뱅이무침,100.0,107.348,15.558,6.06,2.298,7.905,40.48,89.79,515.92,346.35,4.94,1.441,0.875,45.56,0.0,11014001
김무침,30.0,81.0114,12.1881,6.932099999999999,4.1247,4.7094,45.435,95.124,498.6338999999998,413.5659,0.0,2.1609,0.5748,0.0,0.0,11014002
